track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_popularity,youtube_views,youtube_likes,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,explicit_track,release_year
supï¿½ï,supï¿½ï,ýýýýýýýýýý,2023-08-11,QZPLS2305099,"4,188",20.7,63642484.0,65.0,15786520.0,508672.0,89501.0,93.0,3224599.0,400490.0,0,2023
What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),Diane Guerrero,2021-11-19,USWD12112916,"4,186",20.7,186607065.0,62.0,278576205.0,1476391.0,36298502.0,27656.0,3224599.0,142768.0,0,2021
YA NO TE EXTRAï¿½,NASTY SINGLES,NATTI NATASHA,2023-12-07,USB272300115,"4,179",20.7,9129729.0,67.0,78290967.0,103564.0,12735768.5,7832.0,3224599.0,71640.0,0,2023
Yankee 150,Yankee 150 - Single,Yandel,2023-06-16,QM6P42372371,"4,189",20.7,126879048.0,63.0,26943448.0,151763.0,21058757.0,1446.0,525588.0,199309.0,1,2023
Yacht Club (feat. Juice WRLD),Nuthin' 2 Prove,Lil Yachty,2018-10-19,USUG11801956,"4,176",20.7,296469547.0,62.0,39687605.0,346501.0,17918824.0,20468.0,54722837.0,340817.0,1,2018
The One That Got Away,Teenage Dream,Katy Perry,2010-01-01,USCA21001266,"4,172",20.7,921351898.0,67.0,1126799119.0,5603400.0,302855271.0,220209.0,3224599.0,4674619.0,0,2010
La Romana,X 100PRE,Bad Bunny,2018-12-23,QM7281884731,"4,191",20.7,410897040.0,68.0,428412819.0,3256737.0,47439393.0,26404.0,3224599.0,2764964.0,1,2018
Soltera - Remix,Soltera (Remix),Lunay,2019-05-10,USA2P1927909,"4,180",20.7,960753774.0,67.0,148269610.0,1257935.0,124205996.0,30729.0,9048845.0,1945500.0,0,2019
Fine Day Anthem,Fine Day Anthem,Skrillex,2023-07-07,USAT22306616,"4,190",20.7,50471076.0,65.0,6874694.0,138715.0,43293.0,142.0,3224599.0,437498.0,0,2023
Aking Pahinga - Sped Up Version,Aking Pahinga (feat. I-ghie) [Sped Up Version] - Single,Dro Perez,2022-12-15,QZTB62239239,"4,184",20.7,4671066.0,39.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,6026.0,0,2022
Big Jet Plane,Big Jet Plane,Restricted,2022-12-09,DEUM72208091,"4,185",20.7,104493081.0,64.0,4214887.0,50258.0,12735768.5,7832.0,3146790.0,722782.0,1,2022
The American Dream Is Killing Me,The American Dream Is Killing Me,Green Day,2023-10-24,USRE12300349,"4,181",20.7,15336055.0,1.0,3725312.0,104259.0,844692.0,298.0,3224599.0,181059.0,1,2023
Sarah's Place (feat. Noah Kahan),Sarah's Place (feat. Noah Kahan),Zach Bryan,2023-09-21,USWB12305747,"4,183",20.7,125267352.0,67.0,1895430.0,9640.0,8466580.0,2172.0,696721.0,91756.0,0,2023
"Badass (From ""Leo"")","Badass (From ""Leo"")",Anirudh Ravichander,2023-09-28,INS172309078,"4,174",20.7,80886056.0,67.0,94460422.0,1977999.0,2829.0,25.0,3224599.0,38070.0,0,2023
Fuga Pa Cali 2,La Clase,Grupo Los de la O,2021-11-12,QZMFV2000234,"4,182",20.7,274559147.0,66.0,225016104.0,1056037.0,10537539.0,2620.0,2239350.0,592764.0,1,2021
Pano,Pano,Zack Tabudlo,2021-12-06,PHUM72100441,"4,173",20.7,261275106.0,64.0,212525130.0,1350970.0,53001.0,244.0,3224599.0,237547.0,0,2021
All The Parties (feat. Chief Keef),For All The Dogs,Drake,2023-10-06,USUG12306081,"4,177",20.7,48556312.0,67.0,3006021.0,43340.0,1338774.0,545.0,2264570.0,94446.0,1,2023
Cruise,Here's To The Good Times,Florida Georgia Line,2012-01-01,USUM71207991,"4,210",20.6,455780340.0,67.0,2801769.0,34063.0,601741070.0,1027366.0,1839356.0,2690275.0,0,2012
Blood Sweat & Tears,You Never Walk Alone,BTS,2017-02-13,KRA381700240,"4,201",20.6,563366391.0,43.0,1138081643.0,19259795.0,12735768.5,7832.0,3224599.0,1045304.0,0,2017
BAND4BAND,BAND4BAND - Single,Central Cee,2024-05-23,USSM12404528,"4,203",20.6,86144467.0,7.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,0,2024
All We Got (feat. KIDDO),All We Got (feat. KIDDO),Robin Schulz,2020-10-16,DEA622000934,"4,215",20.6,267459903.0,53.0,67857878.0,594378.0,293167.0,577.0,3224599.0,2831037.0,1,2020
Sinceramente,E POI SIAMO FINITI NEL VORTICE,Annalisa,2023-09-29,ITQ002301128,"4,204",20.6,67967157.0,62.0,64206693.0,380795.0,3969.0,55.0,3224599.0,501689.0,0,2023
DOLA,DOLA - Single,ANGGA DERMAWAN,2024-05-21,QZYHM2416383,"4,212",20.6,4906976.0,62.0,11083107.0,171439.0,12735768.5,7832.0,3224599.0,20420.0,0,2024
Lie,Perception,NF,2017-10-06,USUM71708227,"4,195",20.6,582549538.0,69.0,231140951.0,2179847.0,254950295.0,76133.0,3224599.0,2288366.0,0,2017
Love Shot,LOVE SHOTï¿½ï¿½ï¿½ The 5th Album Rep,EXO,2018-12-13,KRA301800573,"4,207",20.6,358620184.0,65.0,710463080.0,9902612.0,2591680.0,7873.0,3224599.0,623684.0,0,2018
Have You Ever Seen The Rain,Chronicle: The 20 Greatest Hits (Remastered 2023 / Hi Res),Creedence Clearwater Revival,2023-06-30,USC4R2334181,"4,196",20.6,239850720.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,11085255.0,0,2023
Down In Atlanta,Down In Atlanta - Single,Pharrell Williams,2022-11-18,USSM12208341,"4,214",20.6,92424493.0,58.0,9282240.0,161536.0,1754240.0,811.0,1906965.0,314486.0,1,2022
Experimento,Experimento - Single,Myke Towers,2021-09-23,USWL12100447,"4,216",20.6,228003109.0,63.0,106513804.0,755609.0,1494027.0,913.0,3224599.0,910638.0,0,2021
Only,Only,Nicki Minaj,2014-10-28,USCM51400340,"4,217",20.6,557775679.0,60.0,174422564.0,1250134.0,605054540.0,425555.0,3224599.0,4162674.0,1,2014
Ginseng Strip 2002,Lavender - Single,Yung Lean,2013-01-01,SEY491300006,"4,202",20.6,276992369.0,64.0,126116178.0,2585938.0,967609.0,4145.0,3224599.0,3822373.0,1,2013
Good To Be,Good To Be,Mark Ambor,2023-10-17,QM24S2307335,"4,192",20.6,81632951.0,67.0,10815357.0,155660.0,69038.0,117.0,3224599.0,500124.0,0,2023
My House,My House,Flo Rida,2015-03-17,USAT21500384,"4,205",20.6,1069960318.0,71.0,475719992.0,3512318.0,12735768.5,7832.0,3224599.0,854584.0,0,2015
Sun to Me,American Heartbreak,Zach Bryan,2022-05-20,USWB12201490,"4,209",20.6,307125680.0,78.0,23958351.0,115841.0,61065910.0,9915.0,2086392.0,170053.0,0,2022
Malicious Intentions,Malicious Intentions - Single,Pozer,2024-04-19,GBARL2400393,"4,198",20.6,9034106.0,67.0,2004196.0,33758.0,12735768.5,7832.0,1375817.0,34516.0,1,2024
Hours In Silence,Her Loss,Drake,2022-11-04,USUG12208604,"4,218",20.6,147688885.0,65.0,27720116.0,202844.0,7663068.0,3362.0,3224599.0,541833.0,1,2022
Title,Title,Meghan Trainor,2014-09-09,USSM11406369,"4,193",20.6,205312051.0,59.0,140553023.0,1777780.0,68138950.0,34917.0,3224599.0,854584.0,1,2014
ID,ID - Single,Young Miko,2023-06-02,QZXD92300004,"4,197",20.6,118689822.0,61.0,45565540.0,435913.0,1171962.0,267.0,314977.0,227408.0,1,2023
In My Head,In My Head,Juice WRLD,2022-10-28,USUG12207965,"4,194",20.6,136878823.0,62.0,46128261.0,705084.0,6354076.0,3193.0,3224599.0,164132.0,1,2022
Bori,Bori (feat. Lenier),6ix9ine,2023-03-31,QZJ842002915,"4,206",20.6,15856627.0,67.0,93467042.0,1598098.0,466750.0,506.0,3224599.0,424524.0,0,2023
El Perdedor,El Perdedor,Maluma,2016-12-19,TCACU1692618,"4,219",20.6,783995.0,67.0,1311271229.0,3481101.0,12735768.5,7832.0,3224599.0,854584.0,0,2016
Baller,Baller,Shubh,2022-09-09,QMBZ92275950,"4,211",20.6,261975922.0,66.0,134202748.0,1512168.0,28352.0,43.0,3224599.0,240426.0,0,2022
Remember That Night?,Remember That Night?,Sara Kays,2020-11-06,USAT22007230,"4,200",20.6,363510259.0,68.0,45636634.0,615650.0,44733897.0,9429.0,15009558.0,663298.0,0,2020
Hummingbird (Metro Boomin & James Blake),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,USUM72307467,"4,208",20.6,88524099.0,63.0,25881919.0,309105.0,1714633.0,2461.0,3224599.0,828611.0,0,2023
Tigini (Remix),Tigini (Remix) - Single,Kikimoteleba,2022-05-20,ES71G2217944,"4,199",20.6,97902676.0,58.0,201368546.0,3657987.0,12735768.5,7832.0,634462.0,401243.0,0,2022
"ýý Isso Bebýý, Týý Certa!","ýý Isso Bebýý, Týý Certa!",Mc IG,2024-03-20,BRWMB2400226,"4,213",20.6,37218252.0,67.0,19919550.0,196089.0,12735768.5,7832.0,3224599.0,854584.0,1,2024
Sobredosis (feat. Ozuna),Golden,Romeo Santos,2017-07-21,USSD11700341,"4,220",20.6,433074753.0,69.0,733383572.0,3063277.0,105783651.0,31025.0,3224599.0,2169286.0,0,2017
Bound 2,Yeezus,Kanye West,2013-01-01,USUM71307523,"4,239",20.5,948562412.0,76.0,179763989.0,1952137.0,21177888.0,78958.0,31181184.0,2295441.0,1,2013
Proteï¿½ï¿½ï¿½ï¿½o,EP Meu Sonho - Pt. 2,Tarcï¿½ï¿½sio do Acor,2021-07-02,BCTOE2100085,"4,232",20.5,102703448.0,58.0,390456652.0,2179957.0,12735768.5,7832.0,4230390.0,89564.0,0,2021
Piï¿½ï¿½o de Vida L,Piï¿½ï¿½o de Vida L,Japï¿½ï¿½,2023-04-27,BCSUV2303160,"4,244",20.5,36593527.0,55.0,94498808.0,630206.0,12735768.5,7832.0,3224599.0,334171.0,0,2023
COULD BE WRONG,COULD BE WRONG,LOSTBOYJAY,2022-12-02,GBUM72208113,"4,223",20.5,56645454.0,67.0,9185128.0,133475.0,12735768.5,7832.0,4723712.0,306300.0,0,2022
Night Away (Dance) (feat. Tion Wayne),Night Away (Dance) (feat. Tion Wayne),A1 x J1,2022-03-03,GBUM72200940,"4,253",20.5,148855365.0,57.0,21320423.0,302697.0,12735768.5,7832.0,3224599.0,719356.0,1,2022
Empire State Of Mind,The Blueprint 3,JAY-Z,2009-09-08,USJZ10900031,"4,231",20.5,1021647566.0,77.0,608425147.0,4576133.0,12735768.5,7832.0,3224599.0,13107981.0,1,2009
Paradise - Radio Edit,NRJ Music Awards 2012,Coldplay,2011-12-26,GBAYE1101144,"4,245",20.5,1287292679.0,67.0,1869323331.0,9256071.0,12735768.5,7832.0,3224599.0,854584.0,0,2011
All Eyes On You (feat. Chris Brown & Nicki Minaj),All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,2015-06-27,USAT21501575,"4,237",20.5,369947896.0,62.0,1180773743.0,5461869.0,12735768.5,7832.0,3224599.0,854584.0,1,2015
Starboy - Live,After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301497,"4,250",20.5,6231986.0,43.0,219872306.0,1538709.0,7762.0,1165.0,3224599.0,854584.0,1,2023
Bubalu,Bubalu,Becky G,2018-11-06,QZ7B81700010,"4,236",20.5,392308500.0,64.0,559183696.0,3199782.0,75336645.0,20381.0,3224599.0,1212362.0,0,2018
ESCAPE PLAN,ESCAPE PLAN / MAFIA - Single,Travis Scott,2021-11-05,USSM12104018,"4,247",20.5,200895335.0,63.0,35120030.0,692065.0,14971256.0,2425.0,3224599.0,330838.0,1,2021
TiK ToK,TiK ToK,Kesha,2009-08-07,USRC10900433,"4,226",20.5,1204914998.0,80.0,206057670.0,1772119.0,230228038.0,386750.0,3224599.0,7150174.0,0,2009
"The Banjo Beat, Pt. 1","The Banjo Beat, Pt. 1",Ricky Desktop,2020-08-21,QZK6L2004258,"4,228",20.5,34096694.0,46.0,2821703.0,78992.0,37514935.0,32360.0,3224599.0,791308.0,0,2020
Sweet Venom,ORANGE BLOOD,ENHYPEN,2023-11-17,USA2P2343662,"4,233",20.5,88814008.0,67.0,51139042.0,1197944.0,12735768.5,7832.0,339436.0,138797.0,0,2023
I KNOW ?,I KNOW ? (Official Music Video),Travis Scott,2024-01-23,USSM22301758,"4,225",20.5,531292995.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,1,2024
Feel This Moment,Greatest Hits,Pitbull,2009-01-01,USRC11201328,"4,243",20.5,687212492.0,74.0,830074389.0,3735861.0,323641777.0,173661.0,15618720.0,10452280.0,0,2009
Ocean Drive,Ocean Drive,Duke Dumont,2015-07-31,GBUM71504503,"4,246",20.5,624262344.0,68.0,139990813.0,953527.0,70073404.0,48317.0,15506367.0,13112923.0,0,2015
Love Story,Love Story,Disco Lines,2020-09-22,USUG12003755,"4,224",20.5,18566967.0,40.0,1349513.0,12007.0,695957.0,653.0,3224599.0,86559.0,0,2020
Feel Special,Feel Special,TWICE,2019-09-23,US5TA1900074,"4,251",20.5,361382812.0,64.0,607728749.0,5763424.0,2155171.0,5260.0,3224599.0,392812.0,0,2019
Me Porto Bonito - Remix,Me Porto Bonito (Remix),ELITE Djs,2022-10-20,QZW9K2261810,"4,357",20.5,239850720.0,7.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,0,2022
Goin Baby,Baby On Baby,DaBaby,2019-03-01,USUM71902960,"4,248",20.5,225260644.0,53.0,75234764.0,918947.0,43493680.0,29264.0,51300270.0,357955.0,1,2019
Stay With Me,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,2022-07-15,GBARL2201570,"4,242",20.5,142927322.0,56.0,11242174.0,91853.0,694551.0,946.0,3224599.0,1773915.0,0,2022
Famous Friends,Famous Friends,Chris Young,2020-11-20,USRN11900062,"4,235",20.5,177734775.0,60.0,37838695.0,220814.0,94945469.0,14994.0,3224599.0,651327.0,0,2020
To the Bone,Flying Solo,Pamungkas,2019-06-14,FR2X41995983,"4,221",20.5,442614126.0,72.0,461577619.0,2914234.0,12735768.5,7832.0,3224599.0,403782.0,0,2019
Turn Me On (feat. Vula),Turn Me On (feat. Vula),Riton,2019-09-13,GBCEN1900052,"4,230",20.5,399276193.0,64.0,60323387.0,518058.0,3432852.0,1375.0,3224599.0,5471296.0,0,2019
Alkool,Alkool,Melinda Ademi,2024-04-15,GX7852400218,"4,227",20.5,1761843.0,67.0,26145236.0,114630.0,12735768.5,7832.0,3224599.0,20972.0,0,2024
Come Through (feat. Chris Brown),Come Through (feat. Chris Brown),H.E.R.,2021-04-23,USRC12100712,"4,238",20.5,172986367.0,56.0,103030772.0,1128489.0,93062258.0,18391.0,3224599.0,1353202.0,1,2021
Mi Niï¿½,Mi Niï¿½,Wisin,2020-09-23,QMBZ92014731,"4,234",20.5,400985699.0,60.0,251851094.0,1816301.0,12216631.0,2063.0,3224599.0,985993.0,0,2020
Pretty Girls,Pretty Girls,Frenna,2024-03-14,NLG662400072,"4,252",20.5,28452972.0,69.0,3402827.0,17861.0,227.0,7832.0,3224599.0,49939.0,0,2024
In This Darkness,In This Darkness - Single,Clara La San,2023-01-29,QZFZ62368273,"4,241",20.5,138987928.0,5.0,56123070.0,521760.0,392407.0,3890.0,3224599.0,952142.0,0,2023
Mama (with Skilla Baby & Tay B),Mama (with Skilla Baby & Tay B),Rob49,2023-08-04,USA2P2330132,"4,240",20.5,15885603.0,53.0,9303252.0,103569.0,4964003.0,2127.0,4147498.0,692423.0,1,2023
"I'm A Star - From ""Wish""","I'm A Star (From ""Wish"")",Wish - Cast,2023-11-08,USWD12328243,"4,249",20.5,15085389.0,67.0,259533.0,2536.0,285437.0,539.0,3224599.0,25910.0,0,2023
ýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýýýýýýýý,2023-04-28,THSOH2302594,"4,222",20.5,4943057.0,46.0,127116431.0,446428.0,12735768.5,7832.0,3224599.0,13291.0,0,2023
Sundress,Sundress,A$AP Rocky,2018-11-20,USRC11803252,"4,256",20.5,595930584.0,80.0,47780609.0,656845.0,1764060.0,6670.0,3224599.0,903716.0,1,2018
But I Got A Beer In My Hand,But I Got A Beer In My Hand,Luke Bryan,2023-05-05,USUG12302602,"4,255",20.5,36475819.0,53.0,1589418.0,14475.0,30257772.0,3927.0,3224599.0,206562.0,0,2023
No Friends In The Industry,Certified Lover Boy,Drake,2021-09-03,USUG12104408,"4,267",20.4,219008713.0,62.0,45087615.0,436734.0,32145840.0,6808.0,3224599.0,618189.0,1,2021
Lahore Brand,Lahore Brand - Single,Mazhar Rahi,2022-05-01,TCAGE2246215,"4,278",20.4,49081.0,14.0,3815187.0,25561.0,12735768.5,7832.0,3224599.0,8894.0,0,2022
Clouded,Fuck The World,Brent Faiyaz,2020-02-07,QM24S1927163,"4,264",20.4,556176640.0,75.0,53515473.0,406554.0,15516583.0,12748.0,15539564.0,478489.0,1,2020
ýýýýýý,ýýýýýý - Single,YOASOBI,2022-10-01,JPP302200613,"4,265",20.4,140194014.0,58.0,180515322.0,910440.0,406213.0,115.0,3224599.0,196568.0,0,2022
Mua!,Mua!,Barracca Republic,2021-01-31,USCGH2142682,"4,261",20.4,3739.0,1.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,0,2021
Day 'N' Nite (nightmare),Day 'N' Nite,Kid Cudi,2009-01-01,USUM70957500,"4,277",20.4,836986096.0,64.0,348950018.0,2261189.0,675329188.0,430587.0,3925477.0,2984024.0,1,2009
El Gavilï¿½,El Gavilï¿½ï¿½n - Si,Luis R Conriquez,2022-10-21,USANG2216030,"4,282",20.4,350440369.0,72.0,92967556.0,709386.0,13224203.0,1933.0,3224599.0,264907.0,0,2022
Shootout,Shootout,Izzamuzzic,2022-06-29,US3DF2266823,"4,276",20.4,130356067.0,63.0,47933349.0,701867.0,12735768.5,7832.0,3224599.0,2634134.0,0,2022
La kiffance,La kiffance,Naps,2021-02-26,FR10S2128331,"4,271",20.4,224163089.0,60.0,250952705.0,1213244.0,12735768.5,7832.0,959148.0,1206078.0,1,2021
Tak Ingin Usai,Tak Ingin Usai,Keisya Levronka,2022-05-13,IDUM72200112,"4,281",20.4,265767551.0,63.0,154689466.0,1539974.0,12735768.5,7832.0,3224599.0,223331.0,0,2022
Gimme Love,Gimme Love (Channel Tres Remix),Joji,2020-04-10,ZZOPM2002154,"4,262",20.4,379518360.0,21.0,127485188.0,2075278.0,2680360.0,5712.0,3224599.0,575207.0,0,2020
Wet (She Got Thatï¿½ï,Wet,YFN Lucci,2020-02-14,USUYG1297281,"4,275",20.4,93229994.0,44.0,143927230.0,1205650.0,64655444.0,33582.0,3224599.0,602271.0,1,2020
Body,Body,Russ Millions,2021-03-25,GBAHS2100158,"4,272",20.4,139377440.0,55.0,121680881.0,2182395.0,142285.0,815.0,3224599.0,2656896.0,1,2021
VOID,VOID,Melanie Martinez,2023-03-29,USAT22220418,"4,259",20.4,121386649.0,56.0,36712138.0,1221832.0,2154605.0,3196.0,2224291.0,232347.0,0,2023
Lose It,Lose It,Through Fire,2023-02-14,USYFZ2327704,"4,273",20.4,301362.0,18.0,226550416.0,1992781.0,384522.0,7832.0,3224599.0,854584.0,0,2023
Mercury: Retrograde,Hexada,Ghostemane,2017-09-05,TCADG1741539,"4,279",20.4,333141510.0,66.0,598853994.0,8509686.0,13402631.0,23519.0,3224599.0,2175482.0,1,2017
"Love You, Miss You, Mean It","Love You, Miss You, Mean It",Luke Bryan,2024-04-05,USUG12401524,"4,274",20.4,8943283.0,67.0,148269610.0,1257935.0,9230202.0,849.0,40328.0,42299.0,0,2024
Last Night Lonely,Last Night Lonely,Jon Pardi,2022-02-17,USUM72200664,"4,269",20.4,134725621.0,65.0,22650713.0,114566.0,70178744.0,2712.0,3224599.0,369402.0,0,2022
MONEY ON THE DASH - SPED UP,MONEY ON THE DASH,Elley Duhï¿,2023-01-20,QZLBC2201771,"4,268",20.4,179176296.0,76.0,148269610.0,1257935.0,37491.0,215.0,3224599.0,400805.0,0,2023
breathin,Sweetener,Ariana Grande,2018-08-17,USUM71808582,"4,258",20.4,633631183.0,64.0,445027001.0,5513277.0,146212559.0,57665.0,3224599.0,36891.0,1,2018
Every Night,Volcano,Jungle,2023-08-11,QM4TX2336325,"4,270",20.4,5503365.0,49.0,139900760.0,1292201.0,64816.0,17.0,3224599.0,854584.0,0,2023
Cracker Island (feat. Thundercat),Cracker Island (feat. Thundercat),Gorillaz,2022-06-22,GBAYE1901301,"4,263",20.4,98108741.0,56.0,67381975.0,1403327.0,7004275.0,2838.0,3224599.0,451491.0,0,2022
Itï¿½ï¿½ï¿½s a beautif,Itï¿½ï¿½ï¿½s a beautif,Trinix,2022-12-18,FRDKW2208796,"4,266",20.4,49155460.0,57.0,55753855.0,819754.0,12735768.5,7832.0,3224599.0,1377954.0,0,2022
i'm so tired...,i'm so tired...,Lauv,2019-01-24,GBKPL1933763,"4,260",20.4,885986482.0,66.0,221704345.0,2249771.0,31530526.0,19559.0,5865868.0,2767586.0,0,2019
Gata Only (Remix),Gata Only (Remix),FloyyMenor,2024-06-07,QZNB82432154,"4,280",20.4,3870862.0,67.0,148269610.0,1257935.0,92898.0,38.0,330.0,14635.0,1,2024
redrum,american dream,21 Savage,2024-01-12,USSM12309186,"4,257",20.4,428233003.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,0,2024
Smoke Gets in Your Eyes,Music Legends The Platters : The Legendary Band of R&B and Soul Music,The Platters,2024-04-12,FR6F32335350,"4,745",20.3,106782384.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,0,2024
so american,GUTS (spilled),Olivia Rodrigo,2024-03-22,USUG12401532,"4,300",20.3,76917797.0,67.0,5848948.0,136847.0,725334.0,1228.0,170068.0,854584.0,1,2024
Bus 11 - John Falke Remix,Uyku EP (Remixes),Colouour,2023-01-27,DEEC33500883,"4,314",20.3,9897.0,1.0,256358241.0,559022.0,12735768.5,7832.0,3224599.0,199.0,0,2023
Love Galore,Love Galore,SZA,2017-04-27,USRC11700886,"4,313",20.3,817054014.0,71.0,211546057.0,1832143.0,200840895.0,102325.0,3224599.0,3518675.0,1,2017
Takeaway,World Wide Joy...Takeaway,The Chainsmokers,2019-07-24,USQX91901353,"4,305",20.3,630875899.0,64.0,245967184.0,2535205.0,22424470.0,8924.0,2384030.0,2215820.0,0,2019
NUMB,?,XXXTENTACION,2018-03-16,USUG11800453,"4,304",20.3,510136819.0,67.0,201406793.0,2593226.0,57812824.0,31756.0,27128932.0,1643067.0,0,2018
Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Halodayï¿,2023-06-23,TRCGH2300003,"4,295",20.3,110759507.0,27.0,4697020.0,13304.0,12735768.5,7832.0,3224599.0,515430.0,0,2023
"""ýýýýýý ýýýýýýýýýý ""ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý","""ýýýýýý ýýýýýýýýýý ""ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý - Single",Myriam Fares,2022-03-10,FR10S2273417,"4,310",20.3,7383901.0,48.0,351810237.0,1815957.0,12735768.5,7832.0,3224599.0,299561.0,0,2022
Body (feat. Cash Cobain),Body (feat. Cash Cobain),A Boogie Wit da Hoodie,2024-05-16,USAT22402598,"4,302",20.3,5758887.0,67.0,1641568.0,38579.0,749017.0,124.0,503531.0,854584.0,1,2024
Aquel Nap ZzZz,VICE VERSA,Rauw Alejandro,2021-06-25,USSD12100290,"4,286",20.3,231298627.0,65.0,109250541.0,862054.0,10264013.0,3777.0,3224599.0,1241539.0,1,2021
Talk My Shit,Mr Beat The Road,BossMan Dlow,2024-03-15,USQX92400857,"4,289",20.3,24834118.0,67.0,12071403.0,97111.0,2692005.0,2921.0,3224599.0,247144.0,1,2024
Besos En Guerra,Besos En Guerra,Morat,2017-11-03,ES5701700822,"4,298",20.3,584357975.0,71.0,766215457.0,3618074.0,1616279.0,1786.0,3224599.0,1326169.0,0,2017
Tucson Too Late,Bluebird Days,Jordan Davis,2023-02-17,USUM72222730,"4,288",20.3,60355607.0,68.0,4562833.0,30406.0,18526781.0,1310.0,3224599.0,206940.0,0,2023
SWIPE,SWIPE - Single,ALYPH,2022-10-21,SGUM72201016,"4,312",20.3,12383314.0,42.0,16319964.0,162244.0,12735768.5,7832.0,3224599.0,63034.0,0,2022
"DANï¿½ï¿½ARINA (feat. Nicky Jam, MC Pedrinho) - R",Cullinan,PEDRO SAMPAIO,2022-05-13,BRWMB2200601,"4,301",20.3,100491006.0,59.0,243709.0,3244.0,155438.0,7832.0,60644.0,1111153.0,0,2022
Butter Pecan,Butter Pecan,YNW Melly,2018-08-24,QMCE31801978,"4,284",20.3,101094621.0,49.0,133295365.0,1087349.0,35665847.0,59897.0,66994287.0,338559.0,1,2018
Back to the Beat,Back to the Beat,DJ TikTok,2020-01-28,TCAEQ2022365,"4,293",20.3,539984.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,2409.0,0,2020
Picky,Picky,Banda Coraleï¿½,2016-12-09,MXUM71602301,"4,290",20.3,575093.0,4.0,1400964738.0,4498959.0,12735768.5,7832.0,3224599.0,255.0,0,2016
DEUTSCHLAND,DEUTSCHLAND,Rammstein,2019-03-28,DEUM71900524,"4,296",20.3,460008347.0,71.0,370078966.0,3950188.0,8786361.0,5083.0,3224599.0,1215795.0,0,2019
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Gerardo Coronel,2023-02-17,QZDQH2301118,"4,307",20.3,58284482.0,54.0,79995263.0,436574.0,35942085.0,9187.0,741427.0,507081.0,0,2023
Hot In It,Hot In It - Single,Tiï¿½ï¿,2022-06-30,CYA112001102,"4,306",20.3,220250463.0,65.0,28716329.0,313494.0,790930.0,635.0,3224599.0,957417.0,0,2022
Fazendinha,Bita e os Animais,Mundo Bita,2014-10-07,BRYXJ1400006,"4,303",20.3,65098757.0,58.0,1491394872.0,4114023.0,6161.0,7832.0,3224599.0,22219.0,0,2014
SHOOTING STAR,SHOOTING STAR,XG,2023-01-25,JPB602104597,"4,311",20.3,125943110.0,66.0,133114572.0,2137723.0,215482.0,343.0,3224599.0,340269.0,0,2023
Te Felicito,Te Felicito,Gerardo Coronel,2022-10-07,QZDQH2203589,"4,292",20.3,137113129.0,59.0,97699857.0,553828.0,35985420.0,7068.0,986181.0,854584.0,1,2022
Ruper Jadu,Ruper Jadu,Alvee,2022-05-03,FR96X2235010,"4,299",20.3,551388.0,19.0,233792.0,1334.0,12735768.5,7832.0,3224599.0,22303.0,0,2022
Uff Mi Amor,Uff Mi Amor,Lauty Gram,2022-12-27,QZW9N2239197,"4,297",20.3,18611163.0,45.0,59202833.0,551627.0,9343.0,7832.0,3224599.0,199485.0,0,2022
ALMAS GEMELAS,ALMAS GEMELAS - Single,Myke Towers,2021-07-22,USWL12100336,"4,285",20.3,247133830.0,67.0,159846081.0,855877.0,8042376.0,1468.0,3224599.0,611867.0,0,2021
Saturno,Prometo,Pablo Alborï¿½,2017-06-01,ES5151701359,"4,283",20.3,495063827.0,71.0,802589099.0,5029647.0,5465835.0,7421.0,3224599.0,854584.0,0,2017
